Fairy,None,Babiri Berry,Sassy,252,0,0,0,4,0,Triage,Giga Drain,Ally Switch,Floral Healing,Draining Kiss,
Fire,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Normal,None,Assault Vest,Jolly,28,0,0,0,248,0,Motor Drive,Darkest Lariat,Wild Charge,Earthquake,Ice Punch,
Fighting,Dark,Focus Sash,Jolly,0,252,0,0,0,0,Speed Boost,Protect,Heat Wave,Close Combat,Coaching,
Dark,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Ghost,Dark,Focus Sash,Careful,252,0,0,0,0,4,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Rock,Water,Weakness Policy,Careful,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Ground,Rock,Weakness Policy,Careful,4,0,0,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Dig,
Ground,Ghost,Focus Sash,Calm,4,0,0,0,252,0,Clear Body,Sucker Punch,Flamethrower,Dragon Darts,Phantom Force,
Ground,Ghost,Focus Sash,Careful,252,0,0,0,0,4,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Ice,Ghost,Focus Sash,Calm,252,0,0,252,0,4,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Dragon,Ghost,Focus Sash,Adamant,12,0,236,0,4,0,Clear Body,Sucker Punch,Flamethrower,Dragon Darts,Phantom Force,
Electric,Fire,Safety Goggles,Quiet,252,0,0,0,0,0,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Electric,Normal,Weakness Policy,Modest,244,0,0,0,4,0,Sturdy,Thunderbolt,Ally Switch,Flash Cannon,Steel Beam,
Rock,Electric,Weakness Policy,Bold,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Bug,Ghost,Power Herb,Modest,204,0,0,76,0,0,Sturdy,Thunderbolt,Ally Switch,Flash Cannon,Steel Beam,
Ghost,Rock,Weakness Policy,Careful,252,0,0,0,4,0,Hustle,Protect,Throat Chop,Liquidation,Head Smash,
Ground,Fighting,Assault Vest,Jolly,28,0,0,0,248,0,Motor Drive,Darkest Lariat,Wild Charge,Earthquake,Ice Punch,
Electric,Ghost,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Fighting,None,Assault Vest,Jolly,252,0,76,0,4,0,Defiant,Earthquake,Seed Bomb,Close Combat,Iron Head,
Fairy,Dragon,Life Orb,Timid,4,0,0,0,0,252,Pressure,Roar Of Time,Flash Cannon,Power Gem,Dragon Pulse,
Ghost,None,Power Herb,Modest,224,0,0,0,0,0,Perish Body,Earth Power,Shadow Ball,Power Gem,Burning Jealousy,
Ground,Ghost,Focus Sash,Adamant,0,0,252,0,0,4,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Electric,Fighting,Life Orb,Jolly,0,252,0,0,0,4,Transistor,Protect,Electroweb,Bounce,Extreme Speed,
Grass,Ground,Weakness Policy,Serious,0,0,4,0,0,0,Hustle,Protect,Throat Chop,Liquidation,Head Smash,
Dark,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Flying,Steel,Weakness Policy,Adamant,252,0,0,252,0,0,Sturdy,Protect,Earthquake,Body Press,Iron Head,
Dragon,Fighting,Assault Vest,Jolly,28,0,0,0,248,0,Motor Drive,Darkest Lariat,Wild Charge,Earthquake,Ice Punch,
Electric,Ground,Weakness Policy,Serious,0,0,4,0,0,0,Intimidate,Protect,Flare Blitz,Parting Shot,Snarl,
Fairy,Dragon,Focus Sash,Timid,0,0,0,252,0,0,Prankster,Helping Hand,Tailwind,Moonblast,Encore,
Ghost,Dark,Focus Sash,Careful,252,0,0,0,0,4,Cursed Body,Curse,Destiny Bond,Strength Sap,Stealth Rock,
Ghost,Dragon,Life Orb,Jolly,0,252,0,12,0,0,Intimidate,Giga Drain,Shadow Ball,Stored Power,Dig,
Grass,Normal,Focus Sash,Quiet,204,0,0,0,52,0,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Fighting,Fire,Safety Goggles,Quiet,252,0,0,0,0,0,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Poison,Rock,Weakness Policy,Careful,4,0,0,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Dig,
Poison,None,Weakness Policy,Timid,252,0,0,0,0,0,Sand Rush,Protect,Flare Blitz,Parting Shot,Snarl,
Bug,Fairy,Focus Sash,Timid,0,0,0,252,0,0,Prankster,Helping Hand,Tailwind,Moonblast,Encore,
Psychic,Fighting,Sitrus Berry,Jolly,212,0,0,4,0,0,Harvest,Energy Ball,Giga Drain,Leech Seed,Skill Swap,
Psychic,Normal,Psychic Seed,Bold,252,0,0,0,0,252,Psychic Surge,Protect,Expanding Force,Helping Hand,Follow Me,
Grass,Fire,Safety Goggles,Quiet,252,0,0,0,0,0,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Ice,Fairy,Focus Sash,Timid,0,0,0,252,0,0,Prankster,Helping Hand,Tailwind,Moonblast,Encore,
Dark,Ground,Weakness Policy,Serious,0,0,4,0,0,252,Sturdy,Protect,Earthquake,Body Press,Iron Head,
Water,Fire,Safety Goggles,Quiet,252,0,0,0,0,0,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Fighting,Dragon,Life Orb,Jolly,0,252,0,0,0,0,Speed Boost,Protect,Bounce,Crunch,Flip Turn,
Dark,Psychic,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Fire,Psychic,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Fairy,Ghost,Leftovers,Timid,100,0,0,0,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Water,Ghost,Focus Sash,Calm,252,0,0,252,0,4,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Bug,Steel,Eviolite,Adamant,4,0,0,252,0,252,Technician,Brutal Swing,Dual Wingbeat,Steel Wing,Night Slash,
Normal,Dragon,Life Orb,Timid,4,0,0,0,0,252,Pressure,Roar Of Time,Flash Cannon,Power Gem,Dragon Pulse,
Flying,Fire,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Water,Ground,Weakness Policy,Serious,0,0,4,0,0,0,Intimidate,Protect,Flare Blitz,Parting Shot,Snarl,
Bug,Electric,Focus Sash,Modest,0,0,0,252,0,0,Compound Eyes,Thunder,Electroweb,Screech,Struggle Bug,
Grass,Bug,Sitrus Berry,Jolly,0,252,0,0,0,0,Levitate,Protect,Shadow Sneak,Draco Meteor,Shadow Force,
Bug,Ghost,Focus Sash,Adamant,12,0,236,0,4,0,Clear Body,Sucker Punch,Flamethrower,Dragon Darts,Phantom Force,
Fighting,Dragon,Sitrus Berry,Jolly,0,252,0,0,0,0,Levitate,Protect,Shadow Sneak,Draco Meteor,Shadow Force,
Dark,Fire,Safety Goggles,Quiet,252,0,0,0,0,0,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Steel,Ghost,Leftovers,Modest,244,0,0,0,4,0,Sturdy,Thunderbolt,Ally Switch,Flash Cannon,Steel Beam,
Fighting,Ghost,Leftovers,Adamant,0,252,0,4,0,0,Iron Barbs,Protect,Body Press,Iron Defense,Leech Seed,
Rock,Normal,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Ghost,Fighting,Assault Vest,Adamant,196,0,236,0,0,0,Gorilla Tactics,U Turn,Rock Slide,Superpower,Icicle Crash,
Grass,None,Sitrus Berry,Jolly,212,0,0,4,0,0,Harvest,Energy Ball,Giga Drain,Leech Seed,Skill Swap,
Water,Dragon,Life Orb,Modest,236,0,0,140,0,84,Pressure,Trick Room,Earth Power,Spacial Rend,Hydro Pump,
Dark,Dragon,Life Orb,Timid,4,0,0,0,0,252,Pressure,Roar Of Time,Flash Cannon,Power Gem,Dragon Pulse,
Psychic,None,Iapapa Berry,Bold,252,0,0,0,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Fighting,Rock,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Fighting,Rock,Weakness Policy,Careful,4,0,0,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Dig,
Fighting,Fire,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Rock,Grass,Weakness Policy,Careful,4,0,0,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Dig,
Dragon,Fire,Safety Goggles,Quiet,252,0,0,0,0,252,Levitate,Will O Wisp,Shadow Ball,Hydro Pump,Ally Switch,
Ice,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Psychic,Flying,Focus Sash,Modest,52,0,0,4,0,0,Cursed Body,Shadow Ball,Psychic,Hypnosis,Destiny Bond,
Fighting,Poison,Focus Sash,Modest,52,0,0,4,0,0,Clear Body,Wild Charge,Trick Room,Gear Grind,High Horsepower,
Steel,Water,Weakness Policy,Modest,244,0,0,0,4,0,Sturdy,Thunderbolt,Ally Switch,Flash Cannon,Steel Beam,
Ground,Rock,Weakness Policy,Careful,4,0,0,4,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Dig,
Dark,None,Focus Sash,Hardy,0,56,0,0,0,0,Illusion,Grass Knot,Dark Pulse,Sucker Punch,Copycat,
Flying,Fairy,Focus Sash,Timid,0,0,0,252,0,0,Prankster,Helping Hand,Tailwind,Moonblast,Encore,
Ice,Normal,Focus Sash,Modest,0,0,0,252,0,0,Compound Eyes,Rage Powder,Pollen Puff,Tailwind,Sleep Powder,
Steel,Fairy,Wacan Berry,Quiet,252,0,0,4,0,252,Liquid Voice,Hyper Beam,Moonblast,Perish Song,Flip Turn,
Ghost,Water,Aguav Berry,Adamant,0,252,0,0,0,252,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Ghost,Steel,Focus Sash,Calm,252,0,0,252,0,0,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Grass,Fairy,Focus Sash,Timid,0,0,0,252,0,0,Prankster,Helping Hand,Tailwind,Moonblast,Encore,
Flying,Psychic,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Electric,Flying,Life Orb,Modest,172,0,0,12,0,116,Static,Thunderbolt,Hurricane,Heat Wave,Detect,
Ground,Ghost,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Grass,None,Sitrus Berry,Jolly,212,0,0,4,0,0,Harvest,Energy Ball,Giga Drain,Leech Seed,Skill Swap,
Flying,Dark,Life Orb,Jolly,84,0,252,0,0,0,Speed Boost,Protect,Bounce,Crunch,Flip Turn,
Psychic,Ice,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Psychic,Fire,Safety Goggles,Quiet,252,0,0,0,0,0,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Flying,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Flying,Fighting,Focus Sash,Adamant,140,0,152,0,100,0,Unburden,Close Combat,Poison Jab,Brave Bird,Coaching,
Grass,Rock,Focus Sash,Modest,0,0,0,252,0,0,Compound Eyes,Rage Powder,Pollen Puff,Tailwind,Sleep Powder,
Dragon,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Psychic,Fighting,Sitrus Berry,Jolly,212,0,0,4,0,0,Harvest,Energy Ball,Giga Drain,Leech Seed,Skill Swap,
Fire,Steel,Weakness Policy,Relaxed,0,0,0,0,252,0,Pressure,Roar Of Time,Flash Cannon,Power Gem,Dragon Pulse,
Poison,None,Weakness Policy,Timid,252,0,0,0,0,0,Sand Rush,Protect,Flare Blitz,Parting Shot,Snarl,
Electric,Ground,Weakness Policy,Modest,0,0,0,4,0,0,Hustle,Protect,Throat Chop,Liquidation,Head Smash,
Poison,Normal,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Electric,Ice,Weakness Policy,Adamant,244,0,0,252,0,4,Levitate,Thunder,Blizzard,Thunderbolt,Dark Pulse,
Ice,Electric,Focus Sash,Modest,0,0,0,252,0,0,Compound Eyes,Thunder,Electroweb,Screech,Struggle Bug,
Water,Ice,Focus Sash,Timid,252,0,0,0,0,4,Inner Focus,Icy Wind,Surf,Sunny Day,Triple Axel,
Water,None,Leftovers,Bold,252,0,0,252,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Fire,Normal,Psychic Seed,Bold,236,0,0,0,20,0,Psychic Surge,Protect,Expanding Force,Helping Hand,Hydro Pump,
Flying,Rock,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Steel,Electric,Power Lens,Quiet,0,0,124,0,252,0,Battery,Light Screen,Eerie Impulse,Round,Bug Bite,
Grass,Fighting,Focus Sash,Jolly,0,252,0,0,0,0,Speed Boost,Protect,Heat Wave,Close Combat,Coaching,
Rock,Steel,Weakness Policy,Modest,244,0,0,0,4,0,Sturdy,Thunderbolt,Ally Switch,Flash Cannon,Steel Beam,
Steel,Dragon,Life Orb,Quiet,252,0,0,0,0,252,Pressure,Roar Of Time,Flash Cannon,Power Gem,Dragon Pulse,
Normal,Ground,Assault Vest,Jolly,28,0,0,0,4,0,Intimidate,Earthquake,Power Whip,Waterfall,Lash Out,
Dragon,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Water,Ground,Weakness Policy,Serious,0,0,4,0,0,0,Intimidate,Protect,Flare Blitz,Parting Shot,Snarl,
Dark,Fighting,Assault Vest,Adamant,252,0,0,252,0,0,Justified,Stone Edge,Smart Strike,Close Combat,Iron Head,
Rock,Fighting,Sitrus Berry,Jolly,212,0,0,4,0,0,Harvest,Energy Ball,Giga Drain,Leech Seed,Skill Swap,
Fighting,Poison,Focus Sash,Adamant,140,0,152,0,100,0,Unburden,Close Combat,Poison Jab,Brave Bird,Coaching,
Dark,Steel,Weakness Policy,Modest,244,0,0,0,4,0,Sturdy,Thunderbolt,Ally Switch,Flash Cannon,Steel Beam,
Dragon,Rock,Weakness Policy,Timid,252,0,0,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Dig,
Dark,Flying,Life Orb,Timid,236,0,0,0,20,0,Dark Aura,Foul Play,Oblivion Wing,Dark Pulse,Sucker Punch,
Bug,Dark,Focus Sash,Jolly,0,252,0,0,0,0,Speed Boost,Protect,Heat Wave,Close Combat,Coaching,
Flying,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Water,Electric,Focus Sash,Modest,0,0,0,252,0,0,Compound Eyes,Thunder,Electroweb,Screech,Struggle Bug,
Normal,Poison,Assault Vest,Timid,28,0,0,0,0,0,Intimidate,Icy Wind,Surf,Aqua Jet,Acid Spray,
Dragon,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Psychic,Dragon,Life Orb,Quiet,252,0,0,0,0,252,Pressure,Roar Of Time,Flash Cannon,Power Gem,Dragon Pulse,
Flying,Fairy,Weakness Policy,Timid,100,0,0,0,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Ground,Dark,Adrenaline Orb,Jolly,20,0,0,12,0,0,Anger Point,Rock Slide,Earthquake,Facade,Power Trip,
Fairy,Dragon,Assault Vest,Timid,4,0,0,0,0,252,Intimidate,Icy Wind,Surf,Aqua Jet,Acid Spray,
Normal,Bug,Assault Vest,Jolly,28,0,0,0,248,0,Motor Drive,Darkest Lariat,Wild Charge,Earthquake,Ice Punch,
Grass,Electric,Focus Sash,Modest,0,0,0,252,0,0,Prankster,Helping Hand,Tailwind,Moonblast,Encore,
Ice,Electric,Focus Sash,Modest,0,0,0,252,0,0,Prankster,Helping Hand,Tailwind,Moonblast,Encore,
Rock,Fighting,Assault Vest,Adamant,4,0,252,0,0,0,Intimidate,Earthquake,Power Whip,Waterfall,Lash Out,
Poison,Fire,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Water,Poison,Assault Vest,Timid,252,0,0,0,4,0,Intimidate,Icy Wind,Surf,Aqua Jet,Acid Spray,
Rock,Dark,Weakness Policy,Careful,4,0,0,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Dig,
Electric,Ghost,Focus Sash,Timid,0,0,0,252,0,0,Prankster,Helping Hand,Tailwind,Moonblast,Encore,
Dragon,Bug,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Flying,Rock,Focus Sash,Adamant,12,0,0,212,0,0,Anger Point,Rock Slide,Earthquake,Facade,Power Trip,
Water,Fairy,Leftovers,Timid,100,0,0,0,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Psychic,Normal,Psychic Seed,Bold,236,0,0,252,0,0,Psychic Surge,Protect,Expanding Force,Helping Hand,Follow Me,
Grass,Dragon,Sitrus Berry,Jolly,0,252,0,0,0,0,Levitate,Protect,Shadow Sneak,Draco Meteor,Shadow Force,
Electric,Water,Sitrus Berry,Timid,0,0,4,0,252,0,Levitate,Will O Wisp,Shadow Ball,Hydro Pump,Ally Switch,
Fire,Electric,Wacan Berry,Quiet,252,0,0,4,0,252,Liquid Voice,Hyper Beam,Moonblast,Perish Song,Flip Turn,
Ice,Rock,Weakness Policy,Careful,252,0,0,0,4,0,Hustle,Protect,Throat Chop,Liquidation,Head Smash,
Steel,Poison,Assault Vest,Modest,252,0,0,0,4,0,Sturdy,Thunderbolt,Ally Switch,Flash Cannon,Steel Beam,
Bug,Electric,Power Lens,Quiet,0,0,124,0,252,0,Battery,Light Screen,Eerie Impulse,Round,Bug Bite,
Water,Fairy,Wacan Berry,Quiet,252,0,0,4,0,252,Liquid Voice,Hyper Beam,Moonblast,Perish Song,Flip Turn,
Fairy,Fire,Leftovers,Relaxed,252,0,0,0,0,252,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Flying,Poison,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Ground,Poison,Weakness Policy,Modest,52,0,0,4,0,0,Static,Thunderbolt,Hurricane,Heat Wave,Detect,
Fighting,Rock,Weakness Policy,Careful,4,0,0,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Dig,
Fairy,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Flying,Ghost,Leftovers,Timid,100,0,0,0,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Electric,Ice,Weakness Policy,Adamant,244,0,0,12,0,0,Hustle,Protect,Throat Chop,Liquidation,Head Smash,
Grass,Poison,Focus Sash,Modest,52,0,0,4,0,0,Cursed Body,Shadow Ball,Psychic,Hypnosis,Destiny Bond,
Electric,Normal,Psychic Seed,Bold,236,0,0,252,0,0,Psychic Surge,Protect,Protect,Expanding Force,Helping Hand,
Steel,Dark,Weakness Policy,Modest,244,0,0,0,4,0,Sturdy,Thunderbolt,Ally Switch,Flash Cannon,Steel Beam,
Fairy,Normal,Psychic Seed,Bold,236,0,0,252,0,0,Psychic Surge,Protect,Expanding Force,Helping Hand,Follow Me,
Grass,Rock,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Grass,Ghost,Room Service,Relaxed,252,0,0,0,0,0,Wandering Spirit,Trick Room,Body Press,Ally Switch,Iron Defense,
Fairy,Ghost,Leftovers,Timid,100,0,0,0,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Poison,Ground,Weakness Policy,Adamant,252,0,0,252,0,0,Sturdy,Protect,Earthquake,Body Press,Iron Head,
Electric,Poison,Weakness Policy,Timid,20,0,0,0,252,0,Clear Body,Dazzling Gleam,Hydro Pump,Sludge Bomb,Sludge Wave,
Dragon,Dark,Shuca Berry,Careful,252,0,0,0,0,4,Intimidate,Fake Out,Flare Blitz,Parting Shot,Snarl,
Grass,Fairy,Focus Sash,Timid,0,0,0,252,0,0,Prankster,Helping Hand,Tailwind,Moonblast,Encore,
Grass,Psychic,Sitrus Berry,Jolly,212,0,0,4,0,0,Harvest,Energy Ball,Giga Drain,Leech Seed,Skill Swap,
Flying,Ground,Weakness Policy,Timid,252,0,0,0,0,0,Sand Rush,Protect,Flare Blitz,Parting Shot,Snarl,
Flying,None,Focus Sash,Hardy,0,56,0,0,0,0,Illusion,Grass Knot,Dark Pulse,Sucker Punch,Copycat,
Fire,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Normal,Fairy,Psychic Seed,Bold,252,0,0,0,0,124,Psychic Surge,Protect,Expanding Force,Helping Hand,Follow Me,
Water,Ice,Weakness Policy,Careful,252,0,0,0,0,68,Prankster,Will O Wisp,Ally Switch,Shadow Sneak,Quash,
Ground,Ice,Focus Sash,Timid,0,0,0,252,0,0,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Ground,Fighting,Focus Sash,Jolly,0,252,0,4,0,0,Gale Wings,Tailwind,Feint,Brave Bird,Quick Guard,
Ice,Steel,Leftovers,Adamant,196,0,0,236,0,0,Power Construct,Rock Slide,Breaking Swipe,Thousand Arrows,Coil,
Dragon,Ground,Focus Sash,Modest,0,0,0,252,0,0,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Fighting,Ground,Weakness Policy,Serious,0,0,4,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Dig,
Dragon,Dark,Shuca Berry,Careful,252,0,0,0,0,4,Intimidate,Fake Out,Flare Blitz,Parting Shot,Snarl,
Ground,Poison,Focus Sash,Modest,52,0,0,4,0,0,Cursed Body,Shadow Ball,Psychic,Hypnosis,Destiny Bond,
Poison,Ghost,Focus Sash,Calm,252,0,0,252,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Psychic,Fire,Safety Goggles,Quiet,252,0,0,0,0,0,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Fighting,Rock,Weakness Policy,Careful,4,0,0,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Dig,
Bug,Steel,Expert Belt,Brave,96,0,252,0,76,0,Overcoat,Close Combat,Iron Head,Drill Run,X Scissor,
