Ground,Grass,Adrenaline Orb,Jolly,252,0,0,4,0,0,Anger Point,Rock Slide,Earthquake,Facade,Power Trip,
Fire,Fairy,Lum Berry,Modest,0,0,148,0,252,0,Competitive,Dazzling Gleam,Flamethrower,Hyper Voice,Focus Blast,
Normal,Poison,Aguav Berry,Quirky,0,28,0,0,0,0,Corrosion,Fake Out,Fake Tears,Heat Wave,Sludge Wave,
Fighting,Poison,Life Orb,Modest,100,0,0,0,0,4,Static,Thunderbolt,Hurricane,Heat Wave,Detect,
Electric,Ground,Weakness Policy,Serious,0,0,4,0,0,0,Intimidate,Protect,Flare Blitz,Parting Shot,Snarl,
Steel,Normal,Weakness Policy,Relaxed,0,0,0,124,0,0,Hustle,Outrage,Dragon Claw,Bolt Beak,Fire Fang,
Rock,Poison,Weakness Policy,Modest,44,0,0,0,0,4,Clear Body,Dazzling Gleam,Hydro Pump,Sludge Bomb,Sludge Wave,
Ghost,Ice,Focus Sash,Adamant,4,0,252,0,0,0,Skill Link,Liquidation,Icicle Spear,Rock Blast,Shell Smash,
Water,Ice,Focus Sash,Jolly,0,0,252,0,0,0,Defiant,Sucker Punch,Iron Head,Low Kick,Lash Out,
Ghost,Steel,Life Orb,Adamant,4,0,0,0,252,0,Beast Boost,Trick Room,Body Press,Ally Switch,Phantom Force,
Ice,Electric,Focus Sash,Jolly,0,0,252,0,0,0,Defiant,Sucker Punch,Iron Head,Low Kick,Lash Out,
Grass,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Dragon,Rock,Life Orb,Hardy,0,248,0,236,0,0,Weak Armor,Protect,Liquidation,X Scissor,Dig,
Rock,Flying,Focus Sash,Sassy,0,0,252,0,0,0,Levitate,Will O Wisp,Shadow Ball,Hydro Pump,Sludge Bomb,
Normal,Flying,Life Orb,Modest,100,0,0,0,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Psychic,Fire,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Poison,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Bug,Steel,Expert Belt,Adamant,252,0,252,0,0,0,Overcoat,Close Combat,Iron Head,Drill Run,X Scissor,
Ice,Fighting,Life Orb,Adamant,4,0,252,0,0,0,Justified,Energy Ball,Leaf Blade,Close Combat,Megahorn,
Grass,Ground,Focus Sash,Modest,0,0,0,252,0,4,Beast Boost,Grass Knot,Sludge Bomb,Power Gem,Acid Spray,
Water,Ground,Iapapa Berry,Bold,252,0,0,0,124,0,Water Absorb,Protect,Haze,Muddy Water,Scald,
Poison,Steel,Life Orb,Adamant,84,0,252,0,0,0,Slush Rush,Iron Head,Icicle Crash,Drill Run,Triple Axel,
Rock,Fairy,Leftovers,Timid,100,0,0,0,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Dark,Dragon,Aguav Berry,Quirky,0,28,0,0,0,0,Corrosion,Fake Out,Fake Tears,Heat Wave,Sludge Wave,
Rock,Flying,Focus Sash,Hardy,4,0,0,0,0,0,Sand Rush,Brick Break,Earthquake,Iron Head,Horn Drill,
Bug,None,Focus Sash,Timid,68,0,0,0,188,0,Unburden,U Turn,Yawn,Struggle Bug,Water Shuriken,
Ice,Steel,Life Orb,Adamant,84,0,252,0,0,0,Slush Rush,Iron Head,Icicle Crash,Drill Run,Triple Axel,
Dragon,Flying,Life Orb,Modest,100,0,0,0,0,4,Static,Thunderbolt,Hurricane,Heat Wave,Detect,
Poison,Fighting,Weakness Policy,Careful,0,4,0,0,0,0,Regenerator,Air Slash,Sacred Fire,Brave Bird,Burn Up,
Fairy,Ground,Rusted Sword,Adamant,4,0,0,0,252,0,Technician,Brutal Swing,Dual Wingbeat,Steel Wing,Night Slash,
Psychic,Ground,Focus Sash,Sassy,0,0,252,0,0,0,Levitate,Will O Wisp,Shadow Ball,Hydro Pump,Sludge Bomb,
Electric,Bug,Life Orb,Jolly,0,156,0,0,0,100,Hustle,Outrage,Dragon Claw,Bolt Beak,Fire Fang,
Electric,None,Weakness Policy,Timid,252,0,0,0,0,0,Sand Rush,Protect,Flare Blitz,Parting Shot,Snarl,
Ice,Fairy,Focus Sash,Timid,252,0,0,0,0,4,Beast Boost,Grass Knot,Sludge Bomb,Power Gem,Acid Spray,
Water,Ice,Focus Sash,Adamant,0,252,0,0,0,0,Skill Link,Liquidation,Icicle Spear,Rock Blast,Shell Smash,
Dragon,Flying,Life Orb,Modest,28,0,0,0,0,0,Intimidate,Earthquake,Power Whip,Waterfall,Lash Out,
Psychic,Fire,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Fighting,Electric,Focus Sash,Jolly,0,0,252,0,0,0,Defiant,Sucker Punch,Iron Head,Low Kick,Lash Out,
Steel,None,Assault Vest,Jolly,252,0,252,0,0,0,Klutz,Helping Hand,Switcheroo,Encore,Baby Doll Eyes,
Bug,Fairy,Focus Sash,Timid,252,0,0,4,0,0,Prankster,Sunny Day,Coaching,Quick Guard,Copycat,
Grass,Fairy,Focus Sash,Timid,0,0,0,252,0,4,Prankster,Thunder Wave,Foul Play,Fake Tears,Copycat,
Fighting,Rock,Weakness Policy,Careful,0,4,0,0,0,0,Regenerator,Air Slash,Sacred Fire,Brave Bird,Burn Up,
Ghost,Water,Weakness Policy,Hardy,0,248,0,236,0,0,Weak Armor,Protect,Liquidation,X Scissor,Dig,
Flying,Ice,Focus Sash,Modest,0,0,0,252,0,0,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Ground,Steel,Focus Sash,Hardy,4,0,0,0,0,0,Sand Rush,Brick Break,Earthquake,Iron Head,Horn Drill,
Normal,None,Assault Vest,Jolly,28,0,0,248,0,0,Motor Drive,Darkest Lariat,Wild Charge,Earthquake,Ice Punch,
Ground,Bug,Coba Berry,Lonely,0,252,0,0,0,0,Battery,Light Screen,Eerie Impulse,Round,Bug Bite,
Rock,Grass,Leftovers,Adamant,212,0,100,0,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Normal,Psychic,Choice Scarf,Relaxed,252,0,0,0,0,0,Inner Focus,Extreme Speed,Stone Edge,Crunch,Sacred Fire,
Grass,Fairy,Life Orb,Adamant,4,0,252,0,0,0,Justified,Energy Ball,Leaf Blade,Close Combat,Megahorn,
Fairy,Bug,Coba Berry,Lonely,0,252,0,0,0,0,Battery,Light Screen,Eerie Impulse,Round,Bug Bite,
Ice,Water,Focus Sash,Jolly,0,0,252,0,0,0,Defiant,Sucker Punch,Iron Head,Low Kick,Lash Out,
Fairy,Ground,Rusted Sword,Adamant,4,0,252,0,0,0,Technician,Brutal Swing,Dual Wingbeat,Steel Wing,Night Slash,
Steel,Psychic,Weakness Policy,Timid,252,0,0,0,0,0,Sand Rush,Protect,Flare Blitz,Parting Shot,Snarl,
Ground,Dragon,Life Orb,Jolly,0,156,0,0,0,100,Hustle,Outrage,Dragon Claw,Bolt Beak,Fire Fang,
Dragon,Bug,Focus Sash,Jolly,252,0,0,0,0,0,Compound Eyes,Thunder,Electroweb,Screech,Struggle Bug,
Poison,Bug,Coba Berry,Lonely,0,252,0,0,0,0,Battery,Light Screen,Eerie Impulse,Round,Bug Bite,
Fire,Poison,Aguav Berry,Quirky,0,28,0,0,0,0,Corrosion,Fake Out,Flare Blitz,Parting Shot,Snarl,
Fairy,Poison,Focus Sash,Timid,252,0,0,0,252,0,Prankster,Sunny Day,Coaching,Quick Guard,Copycat,
Ice,Water,Focus Sash,Jolly,0,0,252,0,0,0,Defiant,Sucker Punch,Iron Head,Low Kick,Lash Out,
Electric,Fairy,Aguav Berry,Quirky,0,28,0,0,0,0,Corrosion,Fake Out,Fake Tears,Heat Wave,Sludge Wave,
Ice,Ghost,Focus Sash,Modest,4,0,0,0,252,0,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Bug,None,Focus Sash,Timid,68,0,0,0,188,0,Unburden,U Turn,Yawn,Struggle Bug,Water Shuriken,
Fairy,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Psychic,Fighting,Leftovers,Careful,252,0,248,0,4,0,Fluffy,Darkest Lariat,Body Slam,Drain Punch,Bulk Up,
Fairy,Ice,Eviolite,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Normal,Ghost,Choice Scarf,Hardy,252,0,0,0,0,4,Beast Boost,Grass Knot,Sludge Bomb,Power Gem,Acid Spray,
Water,Ground,Life Orb,Modest,0,0,4,0,0,0,Intimidate,Earthquake,Power Whip,Waterfall,Lash Out,
Dragon,Ground,Life Orb,Modest,100,0,0,0,0,4,Static,Thunderbolt,Hurricane,Heat Wave,Detect,
Ghost,None,Power Herb,Modest,224,0,0,0,0,252,Perish Body,Earth Power,Shadow Ball,Power Gem,Burning Jealousy,
Normal,Bug,Coba Berry,Lonely,0,252,0,0,0,0,Battery,Light Screen,Eerie Impulse,Round,Bug Bite,
Bug,Fairy,Focus Sash,Timid,252,0,0,4,0,0,Compound Eyes,Thunder,Electroweb,Screech,Struggle Bug,
Dark,Dragon,Aguav Berry,Quirky,0,28,0,0,0,0,Corrosion,Fake Out,Fake Tears,Heat Wave,Bolt Beak,
Ground,Steel,Weakness Policy,Careful,4,0,0,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Teatime,
Flying,Electric,Focus Sash,Jolly,252,0,0,0,0,0,Compound Eyes,Thunder,Electroweb,Screech,Struggle Bug,
Rock,Dragon,Life Orb,Jolly,0,156,0,0,0,100,Hustle,Outrage,Dragon Claw,Bolt Beak,Fire Fang,
Bug,Grass,Focus Sash,Jolly,252,0,0,0,0,0,Compound Eyes,Thunder,Electroweb,Screech,Struggle Bug,
Electric,Dark,Focus Sash,Adamant,0,252,0,0,0,0,Speed Boost,Protect,Bounce,Crunch,Flip Turn,
Steel,Electric,Focus Sash,Jolly,252,0,0,0,0,0,Compound Eyes,Thunder,Electroweb,Screech,Struggle Bug,
Flying,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Water,Normal,Weakness Policy,Relaxed,0,0,0,124,0,0,Water Absorb,Protect,Haze,Muddy Water,Scald,
Grass,Normal,Focus Sash,Modest,0,0,0,252,0,0,Chlorophyll,Sleep Powder,Sludge Bomb,After You,Strength Sap,
Flying,Rock,Weakness Policy,Serious,0,0,4,0,0,0,Intimidate,Protect,Flare Blitz,Parting Shot,Snarl,
Flying,Electric,Focus Sash,Jolly,252,0,0,0,0,0,Compound Eyes,Thunder,Electroweb,Screech,Struggle Bug,
Psychic,Normal,Focus Sash,Modest,0,0,0,252,0,0,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Bug,Ground,Focus Sash,Hardy,4,0,0,0,0,0,Sand Rush,Brick Break,Earthquake,Iron Head,Horn Drill,
Ice,Ground,Focus Sash,Modest,0,0,0,252,0,0,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Dragon,Bug,Coba Berry,Lonely,0,252,0,0,0,0,Battery,Light Screen,Eerie Impulse,Round,Bug Bite,
Poison,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Flying,Psychic,Psychic Seed,Timid,252,0,0,0,0,4,Static,Thunderbolt,Hurricane,Heat Wave,Detect,
Fire,Ice,Focus Sash,Modest,0,0,0,252,0,0,Water Absorb,Trick Room,Night Shade,Muddy Water,Strength Sap,
Fighting,Dragon,Life Orb,Jolly,0,156,0,0,0,100,Hustle,Outrage,Dragon Claw,Bolt Beak,Fire Fang,
Poison,Steel,Rusted Sword,Adamant,4,0,0,0,252,0,Technician,Brutal Swing,Dual Wingbeat,Steel Wing,Night Slash,
Flying,Fighting,Weakness Policy,Careful,0,4,0,0,0,0,Regenerator,Air Slash,Sacred Fire,Brave Bird,Burn Up,
Grass,None,Sitrus Berry,Brave,252,0,64,0,100,0,Contrary,Protect,Superpower,Leaf Blade,Synthesis,
Dragon,Dark,Shuca Berry,Careful,252,0,0,0,4,0,Intimidate,Fake Out,Flare Blitz,Parting Shot,Snarl,
Electric,Ground,Weakness Policy,Serious,0,0,4,0,0,0,Intimidate,Protect,Flare Blitz,Parting Shot,Snarl,
Fire,Grass,Coba Berry,Lonely,0,252,0,0,0,0,Battery,Light Screen,Eerie Impulse,Round,Bug Bite,
Ghost,Fairy,Babiri Berry,Relaxed,252,0,0,0,0,0,Wandering Spirit,Trick Room,Body Press,Ally Switch,Phantom Force,
Water,Fire,Safety Goggles,Quiet,252,0,0,0,0,0,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Fire,Bug,Coba Berry,Lonely,0,252,0,0,0,0,Battery,Light Screen,Eerie Impulse,Round,Bug Bite,
Fire,Psychic,Aguav Berry,Quirky,0,28,0,0,0,0,Corrosion,Fake Out,Fake Tears,Heat Wave,Sludge Wave,
Poison,Fire,Safety Goggles,Quiet,252,0,0,0,0,0,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Water,Ghost,Life Orb,Quiet,0,0,0,0,252,0,Justified,Trick Room,Superpower,Leaf Blade,Synthesis,
Electric,Ground,Weakness Policy,Serious,0,0,4,0,0,0,Intimidate,Protect,Flare Blitz,Parting Shot,Snarl,
Ice,Poison,Life Orb,Modest,100,0,0,0,0,4,Static,Thunderbolt,Hurricane,Heat Wave,Detect,
Normal,Fighting,Leftovers,Careful,252,0,248,0,4,0,Fluffy,Darkest Lariat,Body Slam,Drain Punch,Bulk Up,
Steel,Dark,Focus Sash,Adamant,0,252,0,0,0,0,Speed Boost,Protect,Bounce,Crunch,Flip Turn,
Ghost,Steel,Life Orb,Adamant,84,0,252,0,0,0,Slush Rush,Iron Head,Icicle Crash,Drill Run,Triple Axel,
Dark,Steel,Weakness Policy,Careful,252,0,0,0,4,0,Regenerator,Air Slash,Sacred Fire,Brave Bird,Burn Up,
Water,Ghost,Weakness Policy,Quiet,244,0,0,0,0,252,Justified,Trick Room,Superpower,Leaf Blade,Synthesis,
Ice,Dark,Focus Sash,Adamant,0,252,0,0,0,0,Speed Boost,Protect,Bounce,Crunch,Flip Turn,
Fire,None,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Normal,Fire,Weakness Policy,Modest,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Steel,Fire,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Ghost,Dark,Figy Berry,Adamant,252,0,0,0,0,4,Frisk,Trick Room,Imprison,Power Whip,Shadow Sneak,
Dark,None,Focus Sash,Timid,0,0,4,0,252,0,Prankster,Thunder Wave,Foul Play,Fake Tears,Copycat,
Rock,Ice,Focus Sash,Adamant,0,252,0,0,0,0,Skill Link,Liquidation,Icicle Spear,Rock Blast,Shell Smash,
Grass,Ice,Focus Sash,Adamant,0,252,0,0,0,0,Skill Link,Liquidation,Icicle Spear,Rock Blast,Shell Smash,
Steel,Normal,Weakness Policy,Careful,4,0,0,0,0,0,Weak Armor,Giga Drain,Shadow Ball,Stored Power,Teatime,
Dark,None,Focus Sash,Timid,252,0,0,0,4,0,Prankster,Thunder Wave,Foul Play,Fake Tears,Copycat,
Electric,Water,Aguav Berry,Adamant,0,252,0,0,0,0,Water Absorb,Will O Wisp,Trick Room,Shadow Sneak,Crabhammer,
Electric,Fairy,Aguav Berry,Quirky,0,28,0,0,0,0,Corrosion,Fake Out,Fake Tears,Heat Wave,Sludge Wave,
Grass,Flying,Assault Vest,Modest,252,0,0,0,0,132,Beast Boost,Air Slash,Seed Bomb,Flash Cannon,Iron Head,
Water,None,Iapapa Berry,Bold,252,0,0,0,124,0,Water Absorb,Protect,Haze,Muddy Water,Scald,
Normal,Ground,Assault Vest,Jolly,28,0,0,156,0,0,Sand Rush,Bulldoze,Brick Break,Drill Run,Steel Roller,
Bug,Flying,Focus Sash,Modest,0,0,0,252,0,0,Chlorophyll,Sleep Powder,Sludge Bomb,After You,Strength Sap,
Rock,Dragon,Life Orb,Modest,84,0,0,0,0,0,Pressure,Earth Power,Ancient Power,Power Gem,Burning Jealousy,
Electric,Poison,Choice Specs,Modest,4,0,0,4,0,244,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Ice,Rock,Life Orb,Adamant,148,0,252,0,0,0,Hustle,Outrage,Dragon Claw,Bolt Beak,Fire Fang,
Ghost,Fighting,Weakness Policy,Careful,0,4,0,0,0,0,Regenerator,Air Slash,Sacred Fire,Brave Bird,Burn Up,
Normal,Fighting,Leftovers,Careful,252,0,248,0,4,0,Fluffy,Darkest Lariat,Body Slam,Drain Punch,Bulk Up,
Flying,Grass,Figy Berry,Adamant,252,0,0,0,0,4,Frisk,Trick Room,Imprison,Power Whip,Shadow Sneak,
Bug,Dark,Focus Sash,Jolly,0,124,0,0,0,132,Unseen Fist,Sucker Punch,Wicked Blow,Close Combat,Poison Jab,
Dragon,Fairy,Leftovers,Timid,100,0,0,0,0,0,Competitive,Mud Shot,Hydro Pump,Muddy Water,Coil,
Steel,Fire,Weakness Policy,Relaxed,0,0,0,0,252,0,Punk Rock,Snarl,Volt Switch,Sludge Bomb,Overdrive,
Ice,Grass,Focus Sash,Adamant,0,252,0,0,0,0,Speed Boost,Protect,Bounce,Crunch,Flip Turn,
Fairy,Flying,Psychic Seed,Impish,252,0,0,0,252,0,Regenerator,Expanding Force,Dazzling Gleam,Ally Switch,Weather Ball,
Normal,Flying,Weakness Policy,Relaxed,0,0,0,252,0,0,Chlorophyll,Sleep Powder,Sludge Bomb,After You,Strength Sap,
Ground,Grass,Figy Berry,Adamant,252,0,0,0,0,4,Frisk,Trick Room,Imprison,Power Whip,Shadow Sneak,
Rock,Poison,Weakness Policy,Modest,44,0,0,0,0,4,Clear Body,Dazzling Gleam,Hydro Pump,Sludge Bomb,Sludge Wave,
Fairy,Grass,Figy Berry,Adamant,252,0,0,0,0,4,Frisk,Trick Room,Imprison,Power Whip,Shadow Sneak,
Water,Normal,Weakness Policy,Hardy,0,248,0,236,0,0,Water Absorb,Protect,Haze,Muddy Water,Scald,
Grass,Steel,Room Service,Relaxed,252,0,0,0,0,0,Wandering Spirit,Trick Room,Body Press,Ally Switch,Phantom Force,
Grass,Electric,Focus Sash,Jolly,252,0,0,0,0,0,Compound Eyes,Thunder,Electroweb,Bounce,Extreme Speed,
Fairy,Ghost,Room Service,Relaxed,252,0,0,0,0,0,Wandering Spirit,Trick Room,Body Press,Ally Switch,Phantom Force,
Fire,Water,Aguav Berry,Quirky,0,28,0,0,0,0,Corrosion,Fake Out,Fake Tears,Heat Wave,Sludge Wave,
Ground,Fire,Safety Goggles,Quiet,252,0,0,0,0,0,Water Bubble,Wide Guard,Liquidation,Leech Life,Entrainment,
Ghost,Steel,Life Orb,Adamant,4,0,0,0,252,0,Justified,Trick Room,Superpower,Leaf Blade,Synthesis,
Normal,Dark,Shuca Berry,Careful,252,0,0,0,4,0,Intimidate,Fake Out,Flare Blitz,Parting Shot,Snarl,
Bug,Normal,Weakness Policy,Relaxed,0,0,0,124,0,0,Hustle,Outrage,Dragon Claw,Bolt Beak,Fire Fang,
Dragon,Electric,Choice Scarf,Jolly,140,0,116,0,0,0,Mold Breaker,Rock Tomb,Iron Tail,Earthquake,Breaking Swipe,
